Ano;Homicídio Doloso por 100 mil habitantes;Furto por 100 mil habitantes;Roubo por 100 mil habitantes;Furto e Roubo de Veículo por 100 mil habitantes;Furto por 100 mil veículos;Roubo por 100 mil veículos;Furto e Roubo de Veículo por 100 mil veículos;Cidade;Regiao
2002;16,29;1.186,61;426,47;282,66;753,45;286,78;1.040,23;Atibaia;Campinas
2003;16,72;1.672,27;415,8;307,15;781,95;292,32;1.074,27;Atibaia;Campinas
2004;13,02;1.779,96;336,4;269,25;653,13;247,5;900,63;Atibaia;Campinas
2005;20,23;1.484,79;293,32;228,58;553,41;170,94;724,34;Atibaia;Campinas
2006;13,28;1.609,44;315,38;289,49;659,08;196,16;855,24;Atibaia;Campinas
2007;14,4;1.979,39;321,94;316,05;611,1;241,97;853,07;Atibaia;Campinas
2008;14,19;1.486,09;333,47;376,68;711,7;230,78;942,48;Atibaia;Campinas
2009;15,89;1.304,27;469,72;310,18;531,68;193,07;724,75;Atibaia;Campinas
2010;11,9;1.212,91;330,62;231,69;360,78;137,31;498,1;Atibaia;Campinas
2011;13,58;1.176,00;343,23;303,1;449,76;147,08;596,84;Atibaia;Campinas
2012;10,39;1.239,37;328,34;222,56;308,02;101,17;409,19;Atibaia;Campinas
2013;4,82;1.139,83;317,32;278,79;371,21;118,45;489,66;Atibaia;Campinas
2014;13,67;1.029,18;376,14;267,4;345,1;110,31;455,41;Atibaia;Campinas
2015;7,04;895,51;360,67;265,07;306,48;137,52;444;Atibaia;Campinas
2016;6,96;1.046,19;362,25;222,57;288,71;78,39;367,1;Atibaia;Campinas
2017;5,73;973,33;359,77;209,1;209,9;130,6;340,5;Atibaia;Campinas
2018;6,77;914,07;226,26;237,54;222,17;158,05;380,22;Atibaia;Campinas
2019;1,11;755,01;202,27;185,55;155,23;131,94;287,17;Atibaia;Campinas
2020;4,95;607,03;154,65;93,01;70,92;70,08;141;Atibaia;Campinas
;;;;;;;;Bom Jesus dos Perdões;Campinas
1999;10,4;1.690,47;165,72;212,87;-;-;-;Bragança Paulista;Campinas
2000;5,43;1.654,04;211,59;223,79;-;-;-;Bragança Paulista;Campinas
2001;6,65;1.840,84;243,41;243,41;685,07;159,16;844,23;Bragança Paulista;Campinas
2002;6,53;1.649,07;233,9;154,85;411,72;101,85;513,57;Bragança Paulista;Campinas
2003;8,35;1.733,12;197,14;118,15;299,64;75,42;375,06;Bragança Paulista;Campinas
2004;6,32;1.730,71;215,39;223,6;579,08;99,71;678,79;Bragança Paulista;Campinas
2005;8,7;1.888,57;258,61;220,06;527,8;103,42;631,22;Bragança Paulista;Campinas
2006;4,28;1.667,52;188,41;247,13;578,35;95;673,36;Bragança Paulista;Campinas
2007;7,23;1.850,20;147,61;145,8;297,78;71,77;369,55;Bragança Paulista;Campinas
2008;7,13;1.439,91;204,26;185,85;346,26;92,52;438,79;Bragança Paulista;Campinas
2009;4,68;1.297,31;196,03;282,63;514,18;111,38;625,56;Bragança Paulista;Campinas
2010;4,04;1.198,64;190,26;202,94;339,67;76,93;416,6;Bragança Paulista;Campinas
2011;5,12;1.226,54;217,32;254,86;421,45;65,17;486,62;Bragança Paulista;Campinas
2012;5,62;1.165,93;189,83;187,02;271,85;64,68;336,53;Bragança Paulista;Campinas
2013;4,43;1.169,58;187,35;192,34;262,28;68,67;330,96;Bragança Paulista;Campinas
2014;5,47;1.042,77;271,36;212,27;276,69;75,3;351,98;Bragança Paulista;Campinas
2015;2,7;898,56;194,4;156,06;199,51;52,27;251,78;Bragança Paulista;Campinas
2016;3,74;1.121,77;209,5;129,33;158,97;45,66;204,63;Bragança Paulista;Campinas
2017;5,82;1.099,11;170,84;84,1;93,39;36,86;130,25;Bragança Paulista;Campinas
2018;3,64;903,13;143,94;149,66;176,87;51,55;228,42;Bragança Paulista;Campinas
2019;3,08;753,29;118,54;146,76;177,71;40,42;218,14;Bragança Paulista;Campinas
2020;3,04;596,01;86,66;91,73;110,89;23,81;134,7;Bragança Paulista;Campinas
;;;;;;;;Cabreúva;Campinas
1999;52,69;1.126,10;890,68;1.571,12;-;-;-;Campinas;Campinas
2000;50,17;1.134,37;1.136,65;1.838,94;-;-;-;Campinas;Campinas
2001;55,28;1.393,44;1.110,10;1.440,16;1.486,70;1.991,13;3.477,82;Campinas;Campinas
2002;45,68;1.349,33;867,52;1.046,31;1.107,88;1.371,17;2.479,05;Campinas;Campinas
2003;49,38;1.558,07;984,34;1.088,09;1.267,31;1.239,04;2.506,35;Campinas;Campinas
2004;35,73;1.714,24;976,3;972,45;1.285,84;871,38;2.157,22;Campinas;Campinas
2005;21,87;1.688,33;943,56;992,08;1.059,82;1.032,84;2.092,66;Campinas;Campinas
2006;15,75;1.609,62;942,89;1.026,38;949,31;1.080,81;2.030,12;Campinas;Campinas
2007;13,49;1.521,42;921,17;830,49;712,73;814,02;1.526,76;Campinas;Campinas
2008;13,35;1.412,70;847,13;712,69;630,54;603,98;1.234,52;Campinas;Campinas
2009;14,43;1.590,56;988,55;853,08;674,81;731,97;1.406,79;Campinas;Campinas
2010;14,55;1.626,76;825,29;860,87;635,48;699,57;1.335,05;Campinas;Campinas
2011;13,39;1.724,50;823,94;841,28;626,28;605,33;1.231,62;Campinas;Campinas
2012;13,08;1.706,95;791,21;905,11;675,56;588,66;1.264,22;Campinas;Campinas
2013;12,23;1.480,60;688,91;832,97;535,28;587,52;1.122,81;Campinas;Campinas
2014;12,91;1.746,73;797,51;717,39;509,69;445,01;954,7;Campinas;Campinas
2015;10,67;1.595,44;783,31;600,86;449,11;346,31;795,42;Campinas;Campinas
2016;10,06;1.526,32;827,13;643,26;465,78;384,14;849,93;Campinas;Campinas
2017;11,91;1.475,56;805,82;650,79;476,31;375,83;852,14;Campinas;Campinas
2018;11,67;1.397,38;603,68;596,47;430,31;346,69;777;Campinas;Campinas
2019;11,56;1.315,70;558,58;513,51;405,16;255,05;660,21;Campinas;Campinas
2020;10,45;960,59;421,19;372,16;293,32;186,18;479,5;Campinas;Campinas
;;;;;;;;Campo Limpo Paulista;Campinas
;;;;;;;;Estiva Gerbi;Campinas
;;;;;;;;Holambra;Campinas
1999;12,77;1.287,11;355,48;441,34;-;-;-;Indaiatuba;Campinas
2000;17,09;1.139,35;303,46;313,71;-;-;-;Indaiatuba;Campinas
2001;23,68;1.283,22;299,92;360,43;811,99;215,65;1.027,64;Indaiatuba;Campinas
2002;16,51;1.179,50;322,03;295,99;614,24;185,3;799,55;Indaiatuba;Campinas
2003;19,65;1.485,63;426,83;297,86;589,42;174,94;764,36;Indaiatuba;Campinas
2004;13,07;1.417,93;357,75;378,55;745,27;185,59;930,85;Indaiatuba;Campinas
2005;9,2;1.057,37;327,34;451,02;853,54;203,61;1.057,15;Indaiatuba;Campinas
2006;6,14;1.032,42;325,73;398,24;727,65;155,93;883,58;Indaiatuba;Campinas
2007;14,08;1.203,27;419,14;467,88;777,57;159,42;936,99;Indaiatuba;Campinas
2008;7,89;887,73;452,55;577,26;890,53;169,03;1.059,56;Indaiatuba;Campinas
2009;11,25;847,03;486,94;435,28;524,92;228,38;753,3;Indaiatuba;Campinas
2010;9,45;697,2;423,2;208,86;228,89;109,61;338,5;Indaiatuba;Campinas
2011;5,34;825,9;360;237,08;268,86;90,6;359,47;Indaiatuba;Campinas
2012;6,64;906,99;300,91;155,67;161,8;63,08;224,88;Indaiatuba;Campinas
2013;6,49;867,07;359,81;175,27;176,76;66,21;242,97;Indaiatuba;Campinas
2014;4,08;725,67;291,72;188,44;193,47;60,42;253,89;Indaiatuba;Campinas
2015;3,1;808,5;308,89;177,9;178,33;59,05;237,39;Indaiatuba;Campinas
2016;2,18;760,29;273,49;143,51;127,3;61,36;188,65;Indaiatuba;Campinas
2017;0,86;733,92;190,04;104,91;100,84;35,1;135,93;Indaiatuba;Campinas
2018;2,91;730,31;167,32;64,35;66,03;17,18;83,21;Indaiatuba;Campinas
2019;3,66;842,24;183,73;86,58;93,23;15,88;109,11;Indaiatuba;Campinas
2020;1,19;566,96;124,22;84,01;85,56;19,4;104,96;Indaiatuba;Campinas
;;;;;;;;Itapira;Campinas
1999;7,65;974,88;174,59;313,49;-;-;-;Itatiba;Campinas
2000;11,16;969,29;207;304,92;-;-;-;Itatiba;Campinas
2001;7,22;1.051,34;211,71;211,71;320,94;279,97;600,91;Itatiba;Campinas
2002;11,73;1.153,54;178,37;181,89;308,76;189,76;498,52;Itatiba;Campinas
2003;12,6;1.742,93;238,35;200,53;341,05;187,12;528,17;Itatiba;Campinas
2004;14,55;1.556,19;270,93;269,81;488,15;195,83;683,98;Itatiba;Campinas
2005;14,23;1.412,17;328,41;390,81;750,57;192,93;943,5;Itatiba;Campinas
2006;15;1.459,04;228,18;294,59;518,77;157,35;676,12;Itatiba;Campinas
2007;19,93;1.427,76;355,63;316,81;545,82;129,75;675,57;Itatiba;Campinas
2008;13,37;1.157,62;350,57;410,2;594,73;237,89;832,62;Itatiba;Campinas
2009;6,05;814,31;317,46;244,9;232,83;238,65;471,48;Itatiba;Campinas
2010;9,87;906,37;187,59;176,73;197,81;121,18;318,99;Itatiba;Campinas
2011;2,91;985,08;235,84;247,48;277,37;138,69;416,06;Itatiba;Campinas
2012;1,91;954;247,09;266,17;204,38;218,01;422,39;Itatiba;Campinas
2013;8,44;868,36;243,82;365,72;296,28;259,24;555,52;Itatiba;Campinas
2014;8,3;1.072,05;341,06;461,82;408,71;273,83;682,54;Itatiba;Campinas
2015;4,53;1.163,42;424,96;289,95;238,35;185,39;423,74;Itatiba;Campinas
2016;3,58;1.202,67;399,7;297,76;306,86;126,12;432,98;Itatiba;Campinas
2017;4,41;993,61;353,85;172,96;166,57;82,65;249,22;Itatiba;Campinas
2018;5,17;833,32;380,03;211,13;167,1;136,16;303,26;Itatiba;Campinas
2019;3,39;702,01;214,5;138,2;114,1;79,63;193,73;Itatiba;Campinas
2020;6,67;507,29;143,51;97,62;84,4;50,87;135,28;Itatiba;Campinas
;;;;;;;;Itupeva;Campinas
;;;;;;;;Jaguariúna;Campinas
;;;;;;;;Jarinu;Campinas
;;;;;;;;Joanópolis;Campinas
1999;14,12;1.061,91;415,48;607,84;-;-;-;Jundiaí;Campinas
2000;17,37;1.046,01;465,48;619,61;-;-;-;Jundiaí;Campinas
2001;22,26;1.147,89;385,07;664,65;1.148,48;383,76;1.532,24;Jundiaí;Campinas
2002;19,83;1.236,48;468,75;555,29;936,96;310,52;1.247,49;Jundiaí;Campinas
2003;15,7;1.452,53;586,58;601,69;972,55;351,34;1.323,90;Jundiaí;Campinas
2004;14,03;1.499,06;594,77;694,14;1.055,43;433,08;1.488,51;Jundiaí;Campinas
2005;9,52;1.503,02;515,43;642,34;921,93;396,72;1.318,65;Jundiaí;Campinas
2006;10,25;1.557,33;456,18;532,21;756,93;281;1.037,94;Jundiaí;Campinas
2007;8,72;1.502,42;452,72;622,28;898,77;245,64;1.144,41;Jundiaí;Campinas
2008;8,05;1.312,07;486,96;676,3;926,51;241,7;1.168,21;Jundiaí;Campinas
2009;7,68;1.250,22;592,08;785,6;907,28;385,1;1.292,38;Jundiaí;Campinas
2010;5,14;1.197,97;478,48;531,77;621,89;203,1;825;Jundiaí;Campinas
2011;4,81;1.311,92;475,28;601,53;647,93;229,37;877,31;Jundiaí;Campinas
2012;6,88;1.436,93;453,06;464,43;406,15;239,28;645,43;Jundiaí;Campinas
2013;7,32;1.408,61;518,36;614,6;487,04;336,37;823,42;Jundiaí;Campinas
2014;9,05;1.346,09;587,57;589,9;473,93;298,23;772,16;Jundiaí;Campinas
2015;6,14;1.234,66;635,74;456,73;346,13;243,75;589,88;Jundiaí;Campinas
2016;5,58;1.272,25;603,02;357,7;268,7;188,32;457,01;Jundiaí;Campinas
2017;4,28;1.207,99;436,39;250,91;201,31;115,26;316,58;Jundiaí;Campinas
2018;2,72;1.162,15;301,8;247,33;201,3;107,61;308,9;Jundiaí;Campinas
2019;6,86;1.116,06;318,14;252,99;194,79;115,73;310,53;Jundiaí;Campinas
2020;3,39;859,91;222,91;173,97;128,63;84,17;212,8;Jundiaí;Campinas
;;;;;;;;Lindóia;Campinas
;;;;;;;;Louveira;Campinas
1999;11,54;1.427,23;281,98;249,83;-;-;-;Mogi Guaçu;Campinas
2000;8,07;1.379,44;346,27;237,31;-;-;-;Mogi Guaçu;Campinas
2001;10,35;1.574,67;329,75;211,07;454,11;225,77;679,89;Mogi Guaçu;Campinas
2002;10,24;1.641,00;322,84;296,86;681,28;219,92;901,2;Mogi Guaçu;Campinas
2003;15,58;1.840,60;409,71;221,21;451,88;177,21;629,08;Mogi Guaçu;Campinas
2004;11,56;2.081,41;487,2;267,5;482,76;233,13;715,89;Mogi Guaçu;Campinas
2005;11,45;1.533,01;329,05;213;371,94;162,96;534,9;Mogi Guaçu;Campinas
2006;6,05;1.331,75;267,71;204,94;343,89;138,98;482,88;Mogi Guaçu;Campinas
2007;5,24;1.419,51;277,16;252,44;470,74;82,01;552,75;Mogi Guaçu;Campinas
2008;3,71;1.332,19;312,45;241,95;429,36;66,99;496,35;Mogi Guaçu;Campinas
2009;4,41;1.326,99;314,09;373,68;611,56;107,59;719,15;Mogi Guaçu;Campinas
2010;6,56;1.222,92;298,98;280,75;441,77;61,43;503,2;Mogi Guaçu;Campinas
2011;2,89;1.101,97;273,32;237,89;353,57;43,44;397,01;Mogi Guaçu;Campinas
2012;5,74;1.076,17;352,75;187,85;249,4;44,94;294,34;Mogi Guaçu;Campinas
2013;9,95;724,42;201,9;203,32;215,8;86,74;302,55;Mogi Guaçu;Campinas
2014;4,23;1.053,14;294,65;265,05;326,73;51,27;378;Mogi Guaçu;Campinas
2015;4,89;1.133,01;376,74;364,16;419,73;82,98;502,72;Mogi Guaçu;Campinas
2016;4,16;1.206,06;465,63;391,38;443,19;85,26;528,45;Mogi Guaçu;Campinas
2017;7,58;1.173,97;430,59;433,35;468,23;103,65;571,88;Mogi Guaçu;Campinas
2018;8,18;1.050,19;400,04;485,91;473,28;155,12;628,39;Mogi Guaçu;Campinas
2019;6,08;1.114,53;389,98;402,83;405,92;98,1;504,02;Mogi Guaçu;Campinas
2020;4,02;717,95;184,35;302,33;314,78;57,83;372,61;Mogi Guaçu;Campinas
;;;;;;;;Mogi Mirim;Campinas
;;;;;;;;Monte Alegre do Sul;Campinas
;;;;;;;;Morungaba;Campinas
;;;;;;;;Nazaré Paulista;Campinas
;;;;;;;;Paulínia;Campinas
;;;;;;;;Pedra Bela;Campinas
;;;;;;;;Pedreira;Campinas
;;;;;;;;Pinhalzinho;Campinas
;;;;;;;;Piracaia;Campinas
;;;;;;;;Santo Antônio de Posse;Campinas
;;;;;;;;Serra Negra;Campinas
;;;;;;;;Socorro;Campinas
;;;;;;;;Tuiuti;Campinas
1999;17,3;1.228,62;383,17;462,28;-;-;-;Valinhos;Campinas
2000;2,42;1.117,18;462,36;427,26;-;-;-;Valinhos;Campinas
2001;10,56;980,96;456,45;435,33;483,04;518,12;1.001,16;Valinhos;Campinas
2002;10,28;943,14;360,81;381,37;465;379,08;844,07;Valinhos;Campinas
2003;14,45;1.187,45;381,36;425,83;580,01;326,7;906,7;Valinhos;Campinas
2004;9,74;1.194,24;349,72;569,51;817,49;347,82;1.165,32;Valinhos;Campinas
2005;7,39;1.250,36;258,51;665,8;895,98;403,71;1.299,69;Valinhos;Campinas
2006;5,15;1.079,57;284,04;551,62;684,8;346,25;1.031,05;Valinhos;Campinas
2007;9,04;1.195,12;321,38;598,56;603,87;436,32;1.040,19;Valinhos;Campinas
2008;8,83;1.039,96;235,46;623,98;834,21;196;1.030,21;Valinhos;Campinas
2009;7,67;1.034,11;273,4;576,53;648,54;264,28;912,82;Valinhos;Campinas
2010;2,82;879,24;263,68;463,55;542,03;160,76;702,79;Valinhos;Campinas
2011;1,84;928,43;223,6;508,84;580,21;154,01;734,22;Valinhos;Campinas
2012;6,32;863,49;194,89;388,89;385,94;150,64;536,58;Valinhos;Campinas
2013;5,31;887,44;204,39;473,36;452,92;181,4;634,32;Valinhos;Campinas
2014;5,21;850,27;205,63;406,05;383,73;147,59;531,32;Valinhos;Campinas
2015;2,55;672,11;188,02;302,88;300,46;91,35;391,81;Valinhos;Campinas
2016;0,84;731,42;177,39;226,15;206,23;82,71;288,94;Valinhos;Campinas
2017;0,83;724,44;161,17;231,79;223,04;70,49;293,53;Valinhos;Campinas
2018;4,03;657,22;133,06;290,31;281,16;84,25;365,41;Valinhos;Campinas
2019;3,17;647,1;148,11;251,08;246,6;63,61;310,21;Valinhos;Campinas
2020;2,33;432,67;99,61;195,32;185,9;55,86;241,76;Valinhos;Campinas
;;;;;;;;Vargem;Campinas
1999;13,39;508,83;187,46;148,41;-;-;-;Várzea Paulista;Campinas
2000;18,4;627,66;282,45;168,82;-;-;-;Várzea Paulista;Campinas
2001;30,82;577,05;234,86;159,4;577,04;315,29;892,33;Várzea Paulista;Campinas
2002;23,03;520,2;301,44;149,67;417,91;329,1;747,01;Várzea Paulista;Campinas
2003;35,05;592,72;405,11;126,79;304,29;271,52;575,82;Várzea Paulista;Campinas
2004;20,33;606,71;303,86;154,47;362,02;270,47;632,49;Várzea Paulista;Campinas
2005;12,03;528,17;322,72;131,29;363,77;127,51;491,28;Várzea Paulista;Campinas
2006;9,88;464,47;188,75;165,04;448,02;114,53;562,55;Várzea Paulista;Campinas
2007;10,72;587,86;202,78;162,81;354,14;151,34;505,48;Várzea Paulista;Campinas
2008;7,69;638,54;203,87;222,14;514,04;124,36;638,4;Várzea Paulista;Campinas
2009;6,64;667,78;334,84;265,59;502,1;215,19;717,29;Várzea Paulista;Campinas
2010;12,15;565,63;337,51;262,71;431,37;220,33;651,7;Várzea Paulista;Campinas
2011;6,46;613,47;254,61;251,85;457,61;118,09;575,71;Várzea Paulista;Campinas
2012;5,46;722,75;322,23;247,59;397,84;130,03;527,87;Várzea Paulista;Campinas
2013;10,78;728,43;282,03;278,44;395,66;166,98;562,63;Várzea Paulista;Campinas
2014;7,09;664,7;402,36;376,66;460,06;269,51;729,58;Várzea Paulista;Campinas
2015;4,37;633,14;542,19;363,79;450,53;233,49;684,02;Várzea Paulista;Campinas
2016;11,25;706,11;464,69;359,98;484,74;178,59;663,33;Várzea Paulista;Campinas
2017;8,56;577,99;343,37;232,05;268,29;149,56;417,86;Várzea Paulista;Campinas
2018;4,22;613,01;293;292,15;351,61;166,08;517,69;Várzea Paulista;Campinas
2019;6,67;596,5;259,46;251,95;313,63;118,87;432,5;Várzea Paulista;Campinas
2020;6,6;513,61;246,5;159,11;178,25;90,52;268,77;Várzea Paulista;Campinas
;;;;;;;;Vinhedo;Campinas
;;;;;;;;Altair;Ribeirão Preto
;;;;;;;;Altinópolis;Ribeirão Preto
;;;;;;;;Américo Brasiliense;Ribeirão Preto
;;;;;;;;Aramina;Ribeirão Preto
1999;15,61;1.883,13;295,55;138,85;-;-;-;Araraquara;Ribeirão Preto
2000;14,3;1.626,29;317,45;146,34;-;-;-;Araraquara;Ribeirão Preto
2001;18,92;1.856,65;281,15;143,28;312,12;60,46;372,57;Araraquara;Ribeirão Preto
2002;19,74;1.989,50;279,49;148,81;316,68;54,55;371,23;Araraquara;Ribeirão Preto
2003;17,89;2.442,05;312,1;145,26;309,61;39,17;348,78;Araraquara;Ribeirão Preto
2004;12,46;2.298,82;277,23;165,61;342,91;38,23;381,15;Araraquara;Ribeirão Preto
2005;11,78;2.127,19;266,73;154,61;312,88;28,24;341,12;Araraquara;Ribeirão Preto
2006;9,09;1.818,46;280,77;185,84;353,08;35,94;389,02;Araraquara;Ribeirão Preto
2007;4,49;1.850,06;284,66;139,09;247,24;29,79;277,03;Araraquara;Ribeirão Preto
2008;8,37;1.418,32;273,23;133,41;233,08;18,57;251,66;Araraquara;Ribeirão Preto
2009;10,21;1.299,35;246,94;180,83;304,45;16,39;320,83;Araraquara;Ribeirão Preto
2010;4,32;1.291,57;242,29;140,1;217,44;12,61;230,05;Araraquara;Ribeirão Preto
2011;8,07;1.161,32;269,2;179,47;261,45;14,61;276,06;Araraquara;Ribeirão Preto
2012;11,75;1.345,62;299,76;187,94;255,67;14,88;270,56;Araraquara;Ribeirão Preto
2013;8,83;1.391,58;282,69;195,74;250,86;19,25;270,11;Araraquara;Ribeirão Preto
2014;9,2;1.256,54;290,78;247,07;303,72;25,77;329,49;Araraquara;Ribeirão Preto
2015;5,92;1.263,48;207,17;153,89;184,09;17,28;201,36;Araraquara;Ribeirão Preto
2016;8,14;1.480,08;314,64;217,9;259,44;22,2;281,64;Araraquara;Ribeirão Preto
2017;4,94;1.347,90;342,47;166,97;195,52;17,77;213,3;Araraquara;Ribeirão Preto
2018;7,05;1.201,18;201,89;149,43;172,01;17,31;189,32;Araraquara;Ribeirão Preto
2019;6,54;1.075,08;131,28;137,82;155,26;15,69;170,95;Araraquara;Ribeirão Preto
2020;3,02;819,13;116,53;97,1;104,91;14,91;119,82;Araraquara;Ribeirão Preto
1999;6,8;2.492,81;91,35;93,3;-;-;-;Barretos;Ribeirão Preto
2000;3,85;2.570,55;79,97;70,33;-;-;-;Barretos;Ribeirão Preto
2001;5,73;2.632,21;79,27;54,44;141,75;30,16;171,91;Barretos;Ribeirão Preto
2002;7,58;2.619,66;66,32;56,85;135,97;33,99;169,97;Barretos;Ribeirão Preto
2003;3,76;3.236,78;111,87;77,09;202,89;16,02;218,91;Barretos;Ribeirão Preto
2004;11,2;3.527,46;109,21;130,68;328,88;19,93;348,81;Barretos;Ribeirão Preto
2005;8,34;4.053,04;131,58;113,05;272,77;11,66;284,42;Barretos;Ribeirão Preto
2006;6,44;3.351,39;141,59;125,96;264,66;30,12;294,78;Barretos;Ribeirão Preto
2007;6,39;3.601,00;183,52;112,3;232,85;9,87;242,71;Barretos;Ribeirão Preto
2008;2,72;3.100,85;172,32;107,93;200,22;16,38;216,6;Barretos;Ribeirão Preto
2009;4,5;3.023,84;198,95;113,43;197,17;15,17;212,34;Barretos;Ribeirão Preto
2010;7,14;2.194,95;166,92;167,81;267,1;24,85;291,94;Barretos;Ribeirão Preto
2011;9,76;2.290,33;212,97;230,72;342,61;31,67;374,28;Barretos;Ribeirão Preto
2012;1,76;2.010,45;235,54;259,36;381,08;16,22;397,3;Barretos;Ribeirão Preto
2013;9,65;2.491,52;205,21;326,24;457,74;19,23;476,97;Barretos;Ribeirão Preto
2014;6,1;2.379,23;194,42;207,5;279,81;12,27;292,08;Barretos;Ribeirão Preto
2015;5,2;2.263,00;189,81;301,62;381,14;30,78;411,92;Barretos;Ribeirão Preto
2016;5,18;2.076,67;248,48;277,81;332,66;36,71;369,37;Barretos;Ribeirão Preto
2017;7,73;2.020,80;183,79;245,62;275,09;43,44;318,52;Barretos;Ribeirão Preto
2018;3,4;2.198,03;136,85;214,19;248,52;22,59;271,11;Barretos;Ribeirão Preto
2019;5,07;1.502,57;116,56;167,23;184,46;20,73;205,18;Barretos;Ribeirão Preto
2020;4,2;1.119,65;77,22;137,65;156,82;9,11;165,92;Barretos;Ribeirão Preto
;;;;;;;;Barrinha;Ribeirão Preto
;;;;;;;;Batatais;Ribeirão Preto
;;;;;;;;Bebedouro;Ribeirão Preto
;;;;;;;;Boa Esperança do Sul;Ribeirão Preto
;;;;;;;;Borborema;Ribeirão Preto
;;;;;;;;Brodowski;Ribeirão Preto
;;;;;;;;Buritizal;Ribeirão Preto
;;;;;;;;Cajobi;Ribeirão Preto
;;;;;;;;Cajuru;Ribeirão Preto
;;;;;;;;Cândido Rodrigues;Ribeirão Preto
;;;;;;;;Cássia dos Coqueiros;Ribeirão Preto
;;;;;;;;Colina;Ribeirão Preto
;;;;;;;;Colômbia;Ribeirão Preto
;;;;;;;;Cravinhos;Ribeirão Preto
;;;;;;;;Cristais Paulista;Ribeirão Preto
;;;;;;;;Descalvado;Ribeirão Preto
;;;;;;;;Dobrada;Ribeirão Preto
;;;;;;;;Dourado;Ribeirão Preto
;;;;;;;;Dumont;Ribeirão Preto
;;;;;;;;Embaúba;Ribeirão Preto
;;;;;;;;Fernando Prestes;Ribeirão Preto
1999;3,56;1.925,70;130,09;69,5;-;-;-;Franca;Ribeirão Preto
2000;6,62;1.937,75;153,75;90,65;-;-;-;Franca;Ribeirão Preto
2001;8,25;1.954,40;156,76;80,44;221,92;16,29;238,21;Franca;Ribeirão Preto
2002;5,1;1.705,19;128,08;109,74;296,97;11,46;308,43;Franca;Ribeirão Preto
2003;6,72;2.239,56;166,02;151,9;390,63;17,14;407,77;Franca;Ribeirão Preto
2004;9,64;2.270,40;196,88;176,26;411,99;32,72;444,71;Franca;Ribeirão Preto
2005;7,24;2.427,60;243,85;202,05;443,67;34,25;477,91;Franca;Ribeirão Preto
2006;6,51;2.362,23;247,23;228,67;484,82;23,92;508,74;Franca;Ribeirão Preto
2007;4,52;1.925,51;224,2;197,74;380,99;29,46;410,45;Franca;Ribeirão Preto
2008;3,52;1.465,96;197,83;184,72;334,05;27,52;361,57;Franca;Ribeirão Preto
2009;6,34;1.628,76;216,7;230,33;415,19;14,17;429,36;Franca;Ribeirão Preto
2010;4,08;1.649,66;217,67;193,8;321,65;17,59;339,25;Franca;Ribeirão Preto
2011;2,8;1.726,36;205,36;258,02;395,61;28,7;424,3;Franca;Ribeirão Preto
2012;5,56;1.960,65;251,03;285,35;413,12;30,26;443,38;Franca;Ribeirão Preto
2013;4,6;1.758,06;217,76;224,51;304,05;28,63;332,68;Franca;Ribeirão Preto
2014;5,17;1.652,57;278,12;244,34;324,95;23,43;348,38;Franca;Ribeirão Preto
2015;6,34;1.651,28;260,22;257,2;330,51;25,94;356,45;Franca;Ribeirão Preto
2016;6,3;1.943,28;250,15;300,54;379,55;28,07;407,62;Franca;Ribeirão Preto
2017;7,45;1.804,43;202,35;239;292,91;24,11;317,02;Franca;Ribeirão Preto
2018;3,24;1.430,95;133,88;175,08;212,45;15,72;228,18;Franca;Ribeirão Preto
2019;4,67;1.349,55;130,46;163,15;194,82;12,22;207,04;Franca;Ribeirão Preto
2020;4,63;944,35;86,27;120,14;140,03;10,91;150,94;Franca;Ribeirão Preto
;;;;;;;;Gavião Peixoto;Ribeirão Preto
;;;;;;;;Guaíra;Ribeirão Preto
;;;;;;;;Guará;Ribeirão Preto
;;;;;;;;Guaraci;Ribeirão Preto
;;;;;;;;Guariba;Ribeirão Preto
;;;;;;;;Guatapará;Ribeirão Preto
;;;;;;;;Ibaté;Ribeirão Preto
;;;;;;;;Ibitinga;Ribeirão Preto
;;;;;;;;Igarapava;Ribeirão Preto
;;;;;;;;Ipuã;Ribeirão Preto
;;;;;;;;Itápolis;Ribeirão Preto
;;;;;;;;Itirapuã;Ribeirão Preto
;;;;;;;;Ituverava;Ribeirão Preto
;;;;;;;;Jaborandi;Ribeirão Preto
;;;;;;;;Jaboticabal;Ribeirão Preto
;;;;;;;;Jardinópolis;Ribeirão Preto
;;;;;;;;Jeriquara;Ribeirão Preto
;;;;;;;;Luís Antônio;Ribeirão Preto
;;;;;;;;Matão;Ribeirão Preto
;;;;;;;;Miguelópolis;Ribeirão Preto
;;;;;;;;Monte Alto;Ribeirão Preto
;;;;;;;;Monte Azul Paulista;Ribeirão Preto
;;;;;;;;Morro Agudo;Ribeirão Preto
;;;;;;;;Motuca;Ribeirão Preto
;;;;;;;;Nova Europa;Ribeirão Preto
;;;;;;;;Nuporanga;Ribeirão Preto
;;;;;;;;Olímpia;Ribeirão Preto
;;;;;;;;Orlândia;Ribeirão Preto
;;;;;;;;Patrocínio Paulista;Ribeirão Preto
;;;;;;;;Pedregulho;Ribeirão Preto
;;;;;;;;Pirangi;Ribeirão Preto
;;;;;;;;Pitangueiras;Ribeirão Preto
;;;;;;;;Pontal;Ribeirão Preto
;;;;;;;;Porto Ferreira;Ribeirão Preto
;;;;;;;;Pradópolis;Ribeirão Preto
